ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,TASK1,SYSSUM1.TXT,0,60000,0,60000,0,60000,1

ROUGE-1+StopWordRemoval,TASK1,SYSSUM1.TXT,0,80000,0,66667,0,72727,1

ROUGE-2+StopWordRemoval,TASK1,SYSSUM1.TXT,0,00000,0,00000,0,00000,1

ROUGE-SU4+StopWordRemoval,TASK1,SYSSUM1.TXT,0,44444,0,44444,0,44444,1

